output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums,style_name,content_name,human_content_similarity,human_style_similarity,human_quality,comments,orig_csv_name
32 Classic Country #3 in C.Chorus_no_drum.X.32 Classic Country #3 in C.Chorus_no_drum.D_T001.mid,32 Classic Country #3 in C.Chorus_no_drum.mid,32 Classic Country #3 in C.Chorus_no_drum.mid,Chorus,Drums,0.01,0.8780137430024924,0.9290091417781876,0.4657611971795645,0.6034674517696732,,32 Classic Country #3 in C,32 Classic Country #3 in C,2,3,2,Awful,Temparature 0.01 Self_Blend (Rendering)
32 Classic Country #3 in C.PreChorus_no_drum.X.32 Classic Country #3 in C.PreChorus_no_drum.D_T001.mid,32 Classic Country #3 in C.PreChorus_no_drum.mid,32 Classic Country #3 in C.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.7282189028518101,0.9491504375048018,0.8674772759457006,0.744536275704557,,32 Classic Country #3 in C,32 Classic Country #3 in C,2,2,2,Awful,Temparature 0.01 Self_Blend (Rendering)
32 Classic Country #3 in C.Verse_no_drum.X.32 Classic Country #3 in C.Verse_no_drum.D_T001.mid,32 Classic Country #3 in C.Verse_no_drum.mid,32 Classic Country #3 in C.Verse_no_drum.mid,Verse,Drums,0.01,0.7458080403746263,0.8958605722067874,0.9060353245349152,0.7604581639650321,,32 Classic Country #3 in C,32 Classic Country #3 in C,2,4,3,Not Good enough all around,Temparature 0.01 Self_Blend (Rendering)
33 Country Rock #2 in Gm.Chorus_no_drum.X.33 Country Rock #2 in Gm.Chorus_no_drum.D_T001.mid,33 Country Rock #2 in Gm.Chorus_no_drum.mid,33 Country Rock #2 in Gm.Chorus_no_drum.mid,Chorus,Drums,0.01,0.9509436395022566,0.91894969383405,0.9391380868060136,0.4961185656482543,,33 Country Rock #2 in Gm,33 Country Rock #2 in Gm,5,3,3,Too Messy,Temparature 0.01 Self_Blend (Rendering)
33 Country Rock #2 in Gm.PreChorus_no_drum.X.33 Country Rock #2 in Gm.PreChorus_no_drum.D_T001.mid,33 Country Rock #2 in Gm.PreChorus_no_drum.mid,33 Country Rock #2 in Gm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.9069484394229286,0.8671238910815018,0.4671143143941445,0.7278104970708541,,33 Country Rock #2 in Gm,33 Country Rock #2 in Gm,5,3,3,Too Messy,Temparature 0.01 Self_Blend (Rendering)
33 Country Rock #2 in Gm.Verse_no_drum.X.33 Country Rock #2 in Gm.Verse_no_drum.D_T001.mid,33 Country Rock #2 in Gm.Verse_no_drum.mid,33 Country Rock #2 in Gm.Verse_no_drum.mid,Verse,Drums,0.01,0.8653383341048602,0.7615569845054074,0.7918989672194039,0.6778043939623971,,33 Country Rock #2 in Gm,33 Country Rock #2 in Gm,5,3,2,Not musical whatsoever,Temparature 0.01 Self_Blend (Rendering)
34 Modern Country #5 in C.Chorus_no_drum.X.34 Modern Country #5 in C.Chorus_no_drum.D_T001.mid,34 Modern Country #5 in C.Chorus_no_drum.mid,34 Modern Country #5 in C.Chorus_no_drum.mid,Chorus,Drums,0.01,0.81412193394567,0.8354615346995109,0.4635139065821065,0.7966371602739224,,34 Modern Country #5 in C,34 Modern Country #5 in C,3,3,1,Out of context slide guitar part,Temparature 0.01 Self_Blend (Rendering)
34 Modern Country #5 in C.PreChorus_no_drum.X.34 Modern Country #5 in C.PreChorus_no_drum.D_T001.mid,34 Modern Country #5 in C.PreChorus_no_drum.mid,34 Modern Country #5 in C.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.9045598132819852,0.8226313036772298,0.6223479667174128,0.664327863256677,,34 Modern Country #5 in C,34 Modern Country #5 in C,5,4,4,Good,Temparature 0.01 Self_Blend (Rendering)
34 Modern Country #5 in C.Verse_no_drum.X.34 Modern Country #5 in C.Verse_no_drum.D_T001.mid,34 Modern Country #5 in C.Verse_no_drum.mid,34 Modern Country #5 in C.Verse_no_drum.mid,Verse,Drums,0.01,0.9073919282669324,0.7635012376907624,0.2293672505105208,0.6035577964396086,,34 Modern Country #5 in C,34 Modern Country #5 in C,5,3,3,Very Good until the electric guitar come busting out,Temparature 0.01 Self_Blend (Rendering)
35 Trap #1 in Em.Chorus_no_drum.X.35 Trap #1 in Em.Chorus_no_drum.D_T001.mid,35 Trap #1 in Em.Chorus_no_drum.mid,35 Trap #1 in Em.Chorus_no_drum.mid,Chorus,Drums,0.01,0.8471345295743264,0.6047711767050148,0.7388825639647159,0.8632564913551004,,35 Trap #1 in Em,35 Trap #1 in Em,1,1,1,Not Music,Temparature 0.01 Self_Blend (Rendering)
35 Trap #1 in Em.PreChorus_no_drum.X.35 Trap #1 in Em.PreChorus_no_drum.D_T001.mid,35 Trap #1 in Em.PreChorus_no_drum.mid,35 Trap #1 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.8985510171516581,0.7511164493389899,0.8005033936255416,0.5667366022206781,,35 Trap #1 in Em,35 Trap #1 in Em,3,3,3,Very repetitive and and not too musical,Temparature 0.01 Self_Blend (Rendering)
35 Trap #1 in Em.Verse_no_drum.X.35 Trap #1 in Em.Verse_no_drum.D_T001.mid,35 Trap #1 in Em.Verse_no_drum.mid,35 Trap #1 in Em.Verse_no_drum.mid,Verse,Drums,0.01,0.9126672424946638,0.5506086296965031,0.7574848196988802,0.2271922121699078,,35 Trap #1 in Em,35 Trap #1 in Em,4,3,4,Very repetitive and and not too musical,Temparature 0.01 Self_Blend (Rendering)
36 Classic Hip Hop #1 in Am.Chorus_no_drum.X.36 Classic Hip Hop #1 in Am.Chorus_no_drum.D_T001.mid,36 Classic Hip Hop #1 in Am.Chorus_no_drum.mid,36 Classic Hip Hop #1 in Am.Chorus_no_drum.mid,Chorus,Drums,0.01,0.858622597631264,0.9385678418563372,0.9806864315266376,0.5568148388136698,,36 Classic Hip Hop #1 in Am,36 Classic Hip Hop #1 in Am,4,4,4,Good Enough,Temparature 0.01 Self_Blend (Rendering)
36 Classic Hip Hop #1 in Am.PreChorus_no_drum.X.36 Classic Hip Hop #1 in Am.PreChorus_no_drum.D_T001.mid,36 Classic Hip Hop #1 in Am.PreChorus_no_drum.mid,36 Classic Hip Hop #1 in Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.937856385986514,0.8697058671191796,0.9619324018885324,0.5080734913368187,,36 Classic Hip Hop #1 in Am,36 Classic Hip Hop #1 in Am,4,4,4,Good Enough,Temparature 0.01 Self_Blend (Rendering)
36 Classic Hip Hop #1 in Am.Verse_no_drum.X.36 Classic Hip Hop #1 in Am.Verse_no_drum.D_T001.mid,36 Classic Hip Hop #1 in Am.Verse_no_drum.mid,36 Classic Hip Hop #1 in Am.Verse_no_drum.mid,Verse,Drums,0.01,0.890904205051669,0.9512488080952216,0.9884541882549754,0.5517397135804744,,36 Classic Hip Hop #1 in Am,36 Classic Hip Hop #1 in Am,4,4,4,Good Enough,Temparature 0.01 Self_Blend (Rendering)
37 Classic Hip Hop #2 in Em.Chorus_no_drum.X.37 Classic Hip Hop #2 in Em.Chorus_no_drum.D_T001.mid,37 Classic Hip Hop #2 in Em.Chorus_no_drum.mid,37 Classic Hip Hop #2 in Em.Chorus_no_drum.mid,Chorus,Drums,0.01,0.8924487211568854,0.6126960163645521,0.0860318279818986,0.5858290657227955,,37 Classic Hip Hop #2 in Em,37 Classic Hip Hop #2 in Em,3,5,4,Good butcher can fix mistkaes,Temparature 0.01 Self_Blend (Rendering)
37 Classic Hip Hop #2 in Em.PreChorus_no_drum.X.37 Classic Hip Hop #2 in Em.PreChorus_no_drum.D_T001.mid,37 Classic Hip Hop #2 in Em.PreChorus_no_drum.mid,37 Classic Hip Hop #2 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.923592306872676,0.6666626878561752,0.5716116232532803,0.5867682621740664,,37 Classic Hip Hop #2 in Em,37 Classic Hip Hop #2 in Em,2,3,3,Too Many mistakes,Temparature 0.01 Self_Blend (Rendering)
37 Classic Hip Hop #2 in Em.Verse_no_drum.X.37 Classic Hip Hop #2 in Em.Verse_no_drum.D_T001.mid,37 Classic Hip Hop #2 in Em.Verse_no_drum.mid,37 Classic Hip Hop #2 in Em.Verse_no_drum.mid,Verse,Drums,0.01,0.9297379539891404,0.707415102214459,0.4969461134580197,0.6220153663570572,,37 Classic Hip Hop #2 in Em,37 Classic Hip Hop #2 in Em,3,5,4,Good butcher can fix mistkaes,Temparature 0.01 Self_Blend (Rendering)
38 Classic Hip Hop #3 in Dm.Chorus_no_drum.X.38 Classic Hip Hop #3 in Dm.Chorus_no_drum.D_T001.mid,38 Classic Hip Hop #3 in Dm.Chorus_no_drum.mid,38 Classic Hip Hop #3 in Dm.Chorus_no_drum.mid,Chorus,Drums,0.01,0.8560926865010563,0.6567842464705221,0.6896780930622988,0.7126603325091677,,38 Classic Hip Hop #3 in Dm,38 Classic Hip Hop #3 in Dm,2,3,2,Added lines that have no connection to the original track' messed up the harmony,Temparature 0.01 Self_Blend (Rendering)
38 Classic Hip Hop #3 in Dm.PreChorus_no_drum.X.38 Classic Hip Hop #3 in Dm.PreChorus_no_drum.D_T001.mid,38 Classic Hip Hop #3 in Dm.PreChorus_no_drum.mid,38 Classic Hip Hop #3 in Dm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.8730851646828167,0.5582537197217222,0.8521643846562205,0.5115209784033506,,38 Classic Hip Hop #3 in Dm,38 Classic Hip Hop #3 in Dm,2,4,3,"Chords are wrong in a few parts, butcher can fix it but not good enough",Temparature 0.01 Self_Blend (Rendering)
38 Classic Hip Hop #3 in Dm.Verse_no_drum.X.38 Classic Hip Hop #3 in Dm.Verse_no_drum.D_T001.mid,38 Classic Hip Hop #3 in Dm.Verse_no_drum.mid,38 Classic Hip Hop #3 in Dm.Verse_no_drum.mid,Verse,Drums,0.01,0.872525121724974,0.6009285783109453,0.8045809298365173,0.280431091996189,,38 Classic Hip Hop #3 in Dm,38 Classic Hip Hop #3 in Dm,5,5,5,Perfect ! Best one we've had so far,Temparature 0.01 Self_Blend (Rendering)
39 Trap #2 in Cm.Chorus_no_drum.X.39 Trap #2 in Cm.Chorus_no_drum.D_T001.mid,39 Trap #2 in Cm.Chorus_no_drum.mid,39 Trap #2 in Cm.Chorus_no_drum.mid,Chorus,Drums,0.01,0.7405086697931649,0.4590280727847236,0.0,,,39 Trap #2 in Cm,39 Trap #2 in Cm,4,4,4,Good,Temparature 0.01 Self_Blend (Rendering)
39 Trap #2 in Cm.PreChorus_no_drum.X.39 Trap #2 in Cm.PreChorus_no_drum.D_T001.mid,39 Trap #2 in Cm.PreChorus_no_drum.mid,39 Trap #2 in Cm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.9449730726500418,0.605858577049641,0.3193871711054703,,,39 Trap #2 in Cm,39 Trap #2 in Cm,2,2,2,Changed a key from the original one' Not good,Temparature 0.01 Self_Blend (Rendering)
39 Trap #2 in Cm.Verse_no_drum.X.39 Trap #2 in Cm.Verse_no_drum.D_T001.mid,39 Trap #2 in Cm.Verse_no_drum.mid,39 Trap #2 in Cm.Verse_no_drum.mid,Verse,Drums,0.01,0.7232062148407982,0.3178954636388074,0.223312555211899,0.7008125577853779,,39 Trap #2 in Cm,39 Trap #2 in Cm,2,2,2,Playing one note for 8 bars straight' not musical ehatsoever,Temparature 0.01 Self_Blend (Rendering)
4 Hard Rock #1 in Em.Chorus_no_drum.X.4 Hard Rock #1 in Em.Chorus_no_drum.D_T001.mid,4 Hard Rock #1 in Em.Chorus_no_drum.mid,4 Hard Rock #1 in Em.Chorus_no_drum.mid,Chorus,Drums,0.01,0.9215435650566314,0.9124474044303148,0.7642496462082253,0.705620220192805,,4 Hard Rock #1 in Em,4 Hard Rock #1 in Em,5,5,4,Same thing just slower,Temparature 0.01 Self_Blend (Rendering)
4 Hard Rock #1 in Em.PreChorus_no_drum.X.4 Hard Rock #1 in Em.PreChorus_no_drum.D_T001.mid,4 Hard Rock #1 in Em.PreChorus_no_drum.mid,4 Hard Rock #1 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.8519010062745678,0.9474544969021168,0.9007805418109022,0.7245091173694339,,4 Hard Rock #1 in Em,4 Hard Rock #1 in Em,5,5,4,Same thing just slower,Temparature 0.01 Self_Blend (Rendering)
40 Trap #3 In Dm.Chorus_no_drum.X.40 Trap #3 In Dm.Chorus_no_drum.D_T001.mid,40 Trap #3 In Dm.Chorus_no_drum.mid,40 Trap #3 In Dm.Chorus_no_drum.mid,Chorus,Drums,0.01,0.5944005929161774,0.6135410844108687,0.6684752450477282,,,40 Trap #3 In Dm,40 Trap #3 In Dm,3,3,3,BPM issues and not coherent musically,Temparature 0.01 Self_Blend (Rendering)
40 Trap #3 In Dm.PreChorus_no_drum.X.40 Trap #3 In Dm.PreChorus_no_drum.D_T001.mid,40 Trap #3 In Dm.PreChorus_no_drum.mid,40 Trap #3 In Dm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.926091598308552,0.6053933984212296,0.6487638928584762,,,40 Trap #3 In Dm,40 Trap #3 In Dm,3,4,3,Repetitive and poor musically,Temparature 0.01 Self_Blend (Rendering)
40 Trap #3 In Dm.Verse_no_drum.X.40 Trap #3 In Dm.Verse_no_drum.D_T001.mid,40 Trap #3 In Dm.Verse_no_drum.mid,40 Trap #3 In Dm.Verse_no_drum.mid,Verse,Drums,0.01,0.8327496734327409,0.5003900838988865,0.9033580584736082,,,40 Trap #3 In Dm,40 Trap #3 In Dm,3,4,3,BPM issues and incoherent musically,Temparature 0.01 Self_Blend (Rendering)
41 Synthwave #1 in Dm.Chorus_no_drum.X.41 Synthwave #1 in Dm.Chorus_no_drum.D_T001.mid,41 Synthwave #1 in Dm.Chorus_no_drum.mid,41 Synthwave #1 in Dm.Chorus_no_drum.mid,Chorus,Drums,0.01,0.9021488109751076,0.7441302209632965,0.1389470853433823,0.3887602797058274,,41 Synthwave #1 in Dm,41 Synthwave #1 in Dm,2,3,2,"Sounds awful in terms of sound, arrangement and Harmony",Temparature 0.01 Self_Blend (Rendering)
41 Synthwave #1 in Dm.PreChorus_no_drum.X.41 Synthwave #1 in Dm.PreChorus_no_drum.D_T001.mid,41 Synthwave #1 in Dm.PreChorus_no_drum.mid,41 Synthwave #1 in Dm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.8812926943617609,0.6209000136524179,0.2028786880012922,0.1649572197684646,,41 Synthwave #1 in Dm,41 Synthwave #1 in Dm,4,4,4,Good Enough' very Minimal amd dosent have a rich musical source,Temparature 0.01 Self_Blend (Rendering)
41 Synthwave #1 in Dm.Verse_no_drum.X.41 Synthwave #1 in Dm.Verse_no_drum.D_T001.mid,41 Synthwave #1 in Dm.Verse_no_drum.mid,41 Synthwave #1 in Dm.Verse_no_drum.mid,Verse,Drums,0.01,0.8871880292178038,0.6874743067896367,0.2509635922234016,0.3893868840887545,,41 Synthwave #1 in Dm,41 Synthwave #1 in Dm,3,4,4,"Harmony mistkaes, butcher can fix it",Temparature 0.01 Self_Blend (Rendering)
43 Synthwave  #3 in Bb.Chorus_no_drum.X.43 Synthwave  #3 in Bb.Chorus_no_drum.D_T001.mid,43 Synthwave  #3 in Bb.Chorus_no_drum.mid,43 Synthwave  #3 in Bb.Chorus_no_drum.mid,Chorus,Drums,0.01,0.9566670463320632,0.9166680687661414,0.5883112575803738,0.343311650678791,,43 Synthwave  #3 in Bb,43 Synthwave  #3 in Bb,1,4,2,Completely off in terms of harmony and musical accuracy,Temparature 0.01 Self_Blend (Rendering)
43 Synthwave  #3 in Bb.PreChorus_no_drum.X.43 Synthwave  #3 in Bb.PreChorus_no_drum.D_T001.mid,43 Synthwave  #3 in Bb.PreChorus_no_drum.mid,43 Synthwave  #3 in Bb.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,1.0,0.665703458174076,0.1616904166908883,,,43 Synthwave  #3 in Bb,43 Synthwave  #3 in Bb,2,2,2,Can't review this output' there's no generated music only drums,Temparature 0.01 Self_Blend (Rendering)
43 Synthwave  #3 in Bb.Verse_no_drum.X.43 Synthwave  #3 in Bb.Verse_no_drum.D_T001.mid,43 Synthwave  #3 in Bb.Verse_no_drum.mid,43 Synthwave  #3 in Bb.Verse_no_drum.mid,Verse,Drums,0.01,0.770621687275509,0.6344131209123515,0.947440123176616,,,43 Synthwave  #3 in Bb,43 Synthwave  #3 in Bb,4,5,4,Good Enough though it's too repetitive,Temparature 0.01 Self_Blend (Rendering)
44 Reggaeton  #1 In Gm.Chorus_no_drum.X.44 Reggaeton  #1 In Gm.Chorus_no_drum.D_T001.mid,44 Reggaeton  #1 In Gm.Chorus_no_drum.mid,44 Reggaeton  #1 In Gm.Chorus_no_drum.mid,Chorus,Drums,0.01,0.8775937428588334,0.8537050407138991,0.8269844873704407,0.2322354348605633,,44 Reggaeton  #1 In Gm,44 Reggaeton  #1 In Gm,2,3,1,Completely off in terms of harmony and musical accuracy,Temparature 0.01 Self_Blend (Rendering)
44 Reggaeton  #1 In Gm.PreChorus_no_drum.X.44 Reggaeton  #1 In Gm.PreChorus_no_drum.D_T001.mid,44 Reggaeton  #1 In Gm.PreChorus_no_drum.mid,44 Reggaeton  #1 In Gm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.0,,,,,44 Reggaeton  #1 In Gm,44 Reggaeton  #1 In Gm,3,3,3,"Can't review this output, there's no actual generated music only bells and asscending synth sound",Temparature 0.01 Self_Blend (Rendering)
44 Reggaeton  #1 In Gm.Verse_no_drum.X.44 Reggaeton  #1 In Gm.Verse_no_drum.D_T001.mid,44 Reggaeton  #1 In Gm.Verse_no_drum.mid,44 Reggaeton  #1 In Gm.Verse_no_drum.mid,Verse,Drums,0.01,0.9332876323958924,0.875233830576958,0.8579145663179687,,,44 Reggaeton  #1 In Gm,44 Reggaeton  #1 In Gm,5,1,2,Lost the Reggaeton groove completely,Temparature 0.01 Self_Blend (Rendering)
45 Reggaeton  #2 In Bbm.Chorus_no_drum.X.45 Reggaeton  #2 In Bbm.Chorus_no_drum.D_T001.mid,45 Reggaeton  #2 In Bbm.Chorus_no_drum.mid,45 Reggaeton  #2 In Bbm.Chorus_no_drum.mid,Chorus,Drums,0.01,0.944519043333775,0.7351396037005267,0.8369182069721715,0.2584393652301887,,45 Reggaeton  #2 In Bbm,45 Reggaeton  #2 In Bbm,4,2,2,"BPM issues and not coherent musically, added a noisy synth out of nowhere",Temparature 0.01 Self_Blend (Rendering)
45 Reggaeton  #2 In Bbm.PreChorus_no_drum.X.45 Reggaeton  #2 In Bbm.PreChorus_no_drum.D_T001.mid,45 Reggaeton  #2 In Bbm.PreChorus_no_drum.mid,45 Reggaeton  #2 In Bbm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.942981474449366,0.2863534135207031,0.102062072615966,0.359838159062321,,45 Reggaeton  #2 In Bbm,45 Reggaeton  #2 In Bbm,3,2,2,BPM issues and not coherent musically,Temparature 0.01 Self_Blend (Rendering)
45 Reggaeton  #2 In Bbm.Verse_no_drum.X.45 Reggaeton  #2 In Bbm.Verse_no_drum.D_T001.mid,45 Reggaeton  #2 In Bbm.Verse_no_drum.mid,45 Reggaeton  #2 In Bbm.Verse_no_drum.mid,Verse,Drums,0.01,0.9087162987333618,0.721679529077821,0.6164987643752958,0.2983591836914758,,45 Reggaeton  #2 In Bbm,45 Reggaeton  #2 In Bbm,3,4,3,Too messy and not consistant musically,Temparature 0.01 Self_Blend (Rendering)
46 Reggaeton  #3 In Am.Chorus_no_drum.X.46 Reggaeton  #3 In Am.Chorus_no_drum.D_T001.mid,46 Reggaeton  #3 In Am.Chorus_no_drum.mid,46 Reggaeton  #3 In Am.Chorus_no_drum.mid,Chorus,Drums,0.01,0.8529867893976035,0.8167428126344564,0.6108544676376331,0.4571576679533042,,46 Reggaeton  #3 In Am,46 Reggaeton  #3 In Am,4,2,2,"No reggaeton groove, Weak arrangement and composition",Temparature 0.01 Self_Blend (Rendering)
46 Reggaeton  #3 In Am.PreChorus_no_drum.X.46 Reggaeton  #3 In Am.PreChorus_no_drum.D_T001.mid,46 Reggaeton  #3 In Am.PreChorus_no_drum.mid,46 Reggaeton  #3 In Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.8882907301454404,0.8430163486956127,0.6987322322075605,0.4070190043818658,,46 Reggaeton  #3 In Am,46 Reggaeton  #3 In Am,4,2,2,"No reggaeton groove, messy sound, not musical whatsoever",Temparature 0.01 Self_Blend (Rendering)
46 Reggaeton  #3 In Am.Verse_no_drum.X.46 Reggaeton  #3 In Am.Verse_no_drum.D_T001.mid,46 Reggaeton  #3 In Am.Verse_no_drum.mid,46 Reggaeton  #3 In Am.Verse_no_drum.mid,Verse,Drums,0.01,0.6607761588167975,0.6941529511338208,0.3452675705835284,0.2472302310873969,,46 Reggaeton  #3 In Am,46 Reggaeton  #3 In Am,2,1,1,"Completely off, lost the reggaeton groove' added new chords out of nowhere",Temparature 0.01 Self_Blend (Rendering)
47 Electro - Pop  #1 In G#m.Chorus_no_drum.X.47 Electro - Pop  #1 In G#m.Chorus_no_drum.D_T001.mid,47 Electro - Pop  #1 In G#m.Chorus_no_drum.mid,47 Electro - Pop  #1 In G#m.Chorus_no_drum.mid,Chorus,Drums,0.01,0.1194070101992659,0.4258623040719128,0.0413935864571531,,,47 Electro - Pop  #1 In G#m,47 Electro - Pop  #1 In G#m,1,1,1,"It sent back only the drum part and generated a few synth note, not good !",Temparature 0.01 Self_Blend (Rendering)
47 Electro - Pop  #1 In G#m.PreChorus_no_drum.X.47 Electro - Pop  #1 In G#m.PreChorus_no_drum.D_T001.mid,47 Electro - Pop  #1 In G#m.PreChorus_no_drum.mid,47 Electro - Pop  #1 In G#m.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.7397806380434574,0.5553585940155616,0.3218521781618457,,,47 Electro - Pop  #1 In G#m,47 Electro - Pop  #1 In G#m,3,5,4,Good,Temparature 0.01 Self_Blend (Rendering)
47 Electro - Pop  #1 In G#m.Verse_no_drum.X.47 Electro - Pop  #1 In G#m.Verse_no_drum.D_T001.mid,47 Electro - Pop  #1 In G#m.Verse_no_drum.mid,47 Electro - Pop  #1 In G#m.Verse_no_drum.mid,Verse,Drums,0.01,0.8105769339438313,0.5677140387326902,0.34437145507593,0.4915828141231816,,47 Electro - Pop  #1 In G#m,47 Electro - Pop  #1 In G#m,4,4,4,Good,Temparature 0.01 Self_Blend (Rendering)
48 Electro - Pop  #2 In Bm.Chorus_no_drum.X.48 Electro - Pop  #2 In Bm.Chorus_no_drum.D_T001.mid,48 Electro - Pop  #2 In Bm.Chorus_no_drum.mid,48 Electro - Pop  #2 In Bm.Chorus_no_drum.mid,Chorus,Drums,0.01,0.0,,,,,48 Electro - Pop  #2 In Bm,48 Electro - Pop  #2 In Bm,1,3,1,Erased and ignored all the synths and key lines,Temparature 0.01 Self_Blend (Rendering)
48 Electro - Pop  #2 In Bm.PreChorus_no_drum.X.48 Electro - Pop  #2 In Bm.PreChorus_no_drum.D_T001.mid,48 Electro - Pop  #2 In Bm.PreChorus_no_drum.mid,48 Electro - Pop  #2 In Bm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.7590868278173656,0.8709365510370923,0.7975442981894515,0.4132488005509743,,48 Electro - Pop  #2 In Bm,48 Electro - Pop  #2 In Bm,1,3,2,"Harmonically it's completely off track, very messy",Temparature 0.01 Self_Blend (Rendering)
48 Electro - Pop  #2 In Bm.Verse_no_drum.X.48 Electro - Pop  #2 In Bm.Verse_no_drum.D_T001.mid,48 Electro - Pop  #2 In Bm.Verse_no_drum.mid,48 Electro - Pop  #2 In Bm.Verse_no_drum.mid,Verse,Drums,0.01,0.7191461238288014,0.7231356324092216,0.6025418271717211,0.3077838748895927,,48 Electro - Pop  #2 In Bm,48 Electro - Pop  #2 In Bm,3,3,3,Not accurate enough,Temparature 0.01 Self_Blend (Rendering)
49 Electro - Pop  #3 In F#.Chorus_no_drum.X.49 Electro - Pop  #3 In F#.Chorus_no_drum.D_T001.mid,49 Electro - Pop  #3 In F#.Chorus_no_drum.mid,49 Electro - Pop  #3 In F#.Chorus_no_drum.mid,Chorus,Drums,0.01,0.8522281107592488,0.7213138783203074,0.5288985233644472,,,49 Electro - Pop  #3 In F#,49 Electro - Pop  #3 In F#,1,1,1,A complete and utter mess all around,Temparature 0.01 Self_Blend (Rendering)
49 Electro - Pop  #3 In F#.PreChorus_no_drum.X.49 Electro - Pop  #3 In F#.PreChorus_no_drum.D_T001.mid,49 Electro - Pop  #3 In F#.PreChorus_no_drum.mid,49 Electro - Pop  #3 In F#.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.7819438523471796,0.6821552303463486,0.8651667162569957,0.969905090031444,,49 Electro - Pop  #3 In F#,49 Electro - Pop  #3 In F#,1,1,1,One note high synth that has nothing to do with the original song,Temparature 0.01 Self_Blend (Rendering)
49 Electro - Pop  #3 In F#.Verse_no_drum.X.49 Electro - Pop  #3 In F#.Verse_no_drum.D_T001.mid,49 Electro - Pop  #3 In F#.Verse_no_drum.mid,49 Electro - Pop  #3 In F#.Verse_no_drum.mid,Verse,Drums,0.01,0.8144341635703414,0.752135110325178,0.6461755241475491,,,49 Electro - Pop  #3 In F#,49 Electro - Pop  #3 In F#,3,3,3,A few hrmonic mistkaes and completely ignored the key's groove,Temparature 0.01 Self_Blend (Rendering)
5 Hard Rock #2 in D.Chorus_no_drum.X.5 Hard Rock #2 in D.Chorus_no_drum.D_T001.mid,5 Hard Rock #2 in D.Chorus_no_drum.mid,5 Hard Rock #2 in D.Chorus_no_drum.mid,Chorus,Drums,0.01,0.9796114479191512,0.966251086501254,0.928409203508772,0.7139578183002903,,5 Hard Rock #2 in D,5 Hard Rock #2 in D,4,2,2,Playing different accents on the beat a completely different attiude,Temparature 0.01 Self_Blend (Rendering)
